age,JobType,EdType,maritalstatus,occupation,race,gender,nativecountry,SalStat
28,Local gov,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
36,Private,HS grad,Divorced,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
44,Self emp not inc,Bachelors,Divorced,Craft repair,White,Male,United States,"less than or equal to 50,000"
51,Private,Bachelors,Married civ spouse,Adm clerical,White,Female,United States,"greater than 50,000"
40,Private,Some college,Divorced,Prof specialty,Black,Female,United States,"less than or equal to 50,000"
19,Private,HS grad,Never married,Craft repair,White,Female,United States,"less than or equal to 50,000"
54,Private,Some college,Married civ spouse,Prof specialty,White,Female,United States,"less than or equal to 50,000"
55,Self emp not inc,HS grad,Divorced,Craft repair,White,Male,United States,"less than or equal to 50,000"
57,Private,Assoc voc,Widowed,Prof specialty,White,Female,United States,"less than or equal to 50,000"
29,Private,Some college,Separated,Priv house serv,White,Female,Guatemala,"less than or equal to 50,000"
51,Private,HS grad,Divorced,Sales,White,Female,United States,"less than or equal to 50,000"
44,Private,HS grad,Divorced,Other service,White,Male,United States,"less than or equal to 50,000"
35,Local gov,Assoc voc,Married civ spouse,Protective serv,White,Male,United States,"less than or equal to 50,000"
40,Private,HS grad,Divorced,Transport moving,White,Male,United States,"less than or equal to 50,000"
46,Private,7th 8th,Separated,Other service,White,Female,United States,"less than or equal to 50,000"
25,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
33,Private,Bachelors,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
32,Private,Some college,Never married,Machine op inspct,White,Female,Holand Netherlands,"less than or equal to 50,000"
22,Private,HS grad,Never married,Tech support,White,Female,United States,"less than or equal to 50,000"
39,Private,Some college,Married civ spouse,Sales,Asian Pac Islander,Female,Philippines,"less than or equal to 50,000"
18,Self emp not inc,HS grad,Never married,Farming fishing,Asian Pac Islander,Male,United States,"less than or equal to 50,000"
43,Private,HS grad,Divorced,Adm clerical,Black,Female,United States,"less than or equal to 50,000"
46,Private,HS grad,Never married,Tech support,White,Male,United States,"less than or equal to 50,000"
63,Private,Some college,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
59,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
40,Local gov,Masters,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
23,Private,HS grad,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
36,Private,Assoc voc,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
48,Private,HS grad,Divorced,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
43,Private,Some college,Married civ spouse,Prof specialty,White,Female,United States,"greater than 50,000"
18,Private,10th,Never married,Other service,White,Female,United States,"less than or equal to 50,000"
17,Private,11th,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
53,Private,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"greater than 50,000"
36,State gov,Some college,Divorced,Exec managerial,White,Female,United States,"less than or equal to 50,000"
20,Private,HS grad,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
22,Private,Bachelors,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
34,Private,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
39,Private,11th,Divorced,Other service,White,Male,United States,"less than or equal to 50,000"
57,Private,Some college,Widowed,Other service,White,Female,United States,"less than or equal to 50,000"
30,Private,10th,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
37,Private,Prof school,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
51,Private,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"greater than 50,000"
38,Private,HS grad,Never married,Transport moving,White,Male,United States,"less than or equal to 50,000"
34,Private,HS grad,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
47,Federal gov,HS grad,Married spouse absent,Adm clerical,Black,Female,Puerto Rico,"less than or equal to 50,000"
28,Self emp not inc,HS grad,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
25,Private,10th,Never married,Other service,White,Male,Nicaragua,"less than or equal to 50,000"
25,Private,Some college,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
50,Private,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
50,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
43,Private,Bachelors,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
27,Private,HS grad,Never married,Transport moving,White,Male,United States,"less than or equal to 50,000"
32,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
44,Private,10th,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
19,Private,HS grad,Never married,Sales,Black,Female,United States,"less than or equal to 50,000"
53,Self emp inc,Some college,Widowed,Exec managerial,White,Male,United States,"greater than 50,000"
21,Private,HS grad,Never married,Protective serv,White,Male,United States,"less than or equal to 50,000"
26,Private,HS grad,Never married,Transport moving,White,Male,United States,"less than or equal to 50,000"
68,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
31,Private,Some college,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
32,Private,Bachelors,Never married,Exec managerial,White,Male,United States,"greater than 50,000"
33,Private,Masters,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
24,Private,11th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
30,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
49,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
18,Private,11th,Never married,Handlers cleaners,Black,Male,United States,"less than or equal to 50,000"
30,State gov,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
51,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
52,Private,Some college,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
52,Private,HS grad,Divorced,Other service,White,Male,United States,"less than or equal to 50,000"
23,Local gov,HS grad,Never married,Other service,Black,Male,United States,"less than or equal to 50,000"
23,Self emp not inc,10th,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
36,Private,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
19,Private,11th,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
53,Self emp not inc,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
17,Private,11th,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
69,Private,HS grad,Widowed,Handlers cleaners,White,Female,United States,"less than or equal to 50,000"
46,Local gov,Bachelors,Divorced,Prof specialty,White,Female,United States,"less than or equal to 50,000"
33,Private,HS grad,Separated,Tech support,White,Male,United States,"less than or equal to 50,000"
40,Private,Some college,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
29,Local gov,Masters,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
41,Private,Some college,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
22,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
28,Private,7th 8th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
31,Private,Bachelors,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
35,Private,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
38,Private,Some college,Married civ spouse,Machine op inspct,Black,Male,United States,"less than or equal to 50,000"
17,Private,10th,Never married,Other service,White,Female,United States,"less than or equal to 50,000"
39,Private,10th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
27,Self emp not inc,Some college,Never married,Other service,Black,Male,United States,"less than or equal to 50,000"
50,Private,HS grad,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
56,Local gov,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
38,Self emp not inc,Some college,Married civ spouse,Farming fishing,White,Female,United States,"less than or equal to 50,000"
52,State gov,HS grad,Married civ spouse,Protective serv,Black,Male,United States,"greater than 50,000"
26,Local gov,Bachelors,Never married,Prof specialty,Black,Male,England,"less than or equal to 50,000"
43,Private,HS grad,Divorced,Other service,Asian Pac Islander,Female,South,"less than or equal to 50,000"
45,Private,Bachelors,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
41,Self emp inc,Assoc voc,Married civ spouse,Exec managerial,Black,Male,United States,"greater than 50,000"
30,Private,Assoc acdm,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
24,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
43,Local gov,Some college,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
44,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
54,Private,HS grad,Divorced,Transport moving,Black,Male,United States,"less than or equal to 50,000"
23,Private,Bachelors,Never married,Prof specialty,White,Female,United States,"greater than 50,000"
33,Self emp not inc,HS grad,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
18,Private,11th,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
38,Private,Some college,Separated,Prof specialty,White,Female,Germany,"less than or equal to 50,000"
41,Self emp not inc,Assoc voc,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
66,Self emp inc,7th 8th,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
60,Self emp not inc,Masters,Divorced,Prof specialty,White,Female,United States,"less than or equal to 50,000"
24,Local gov,10th,Never married,Craft repair,Black,Male,Haiti,"less than or equal to 50,000"
61,Private,11th,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
35,Local gov,Bachelors,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
19,Private,Some college,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
52,Private,HS grad,Never married,Adm clerical,Black,Female,United States,"less than or equal to 50,000"
38,Self emp not inc,Bachelors,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
39,Self emp not inc,HS grad,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
33,Self emp not inc,Bachelors,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
52,Private,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
41,Private,HS grad,Separated,Machine op inspct,White,Female,Cuba,"less than or equal to 50,000"
37,Private,Some college,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
38,Local gov,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
27,Private,Some college,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
38,Private,Masters,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
38,Self emp not inc,Bachelors,Married civ spouse,Prof specialty,Asian Pac Islander,Male,United States,"greater than 50,000"
49,Self emp not inc,HS grad,Married civ spouse,Tech support,White,Male,United States,"greater than 50,000"
22,Private,HS grad,Never married,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
40,Federal gov,Assoc acdm,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
20,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
34,Federal gov,Doctorate,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
24,Private,Masters,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
58,Federal gov,Bachelors,Separated,Prof specialty,White,Male,United States,"greater than 50,000"
24,Private,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
43,Private,HS grad,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
38,Private,HS grad,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
42,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
27,Private,Some college,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
18,Private,10th,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
37,Private,HS grad,Never married,Craft repair,Amer Indian Eskimo,Male,United States,"greater than 50,000"
48,Private,HS grad,Divorced,Transport moving,White,Male,United States,"less than or equal to 50,000"
40,Private,7th 8th,Separated,Other service,White,Female,United States,"less than or equal to 50,000"
50,Self emp inc,Bachelors,Married civ spouse,Exec managerial,Asian Pac Islander,Male,Japan,"greater than 50,000"
57,Private,HS grad,Separated,Sales,Amer Indian Eskimo,Female,United States,"less than or equal to 50,000"
36,Local gov,Some college,Married civ spouse,Protective serv,White,Male,United States,"greater than 50,000"
41,Private,HS grad,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
66,Private,7th 8th,Widowed,Other service,Black,Female,United States,"less than or equal to 50,000"
34,Self emp not inc,HS grad,Married civ spouse,Farming fishing,White,Female,United States,"less than or equal to 50,000"
23,Private,HS grad,Never married,Craft repair,Asian Pac Islander,Male,Vietnam,"less than or equal to 50,000"
35,Private,HS grad,Married civ spouse,Protective serv,White,Male,United States,"less than or equal to 50,000"
32,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
33,Private,Bachelors,Never married,Prof specialty,Black,Male,United States,"greater than 50,000"
32,Self emp inc,Assoc voc,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
31,Private,Some college,Married civ spouse,Craft repair,Asian Pac Islander,Male,United States,"less than or equal to 50,000"
32,Self emp not inc,Some college,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
40,Private,HS grad,Married civ spouse,Other service,White,Male,United States,"less than or equal to 50,000"
27,Self emp not inc,HS grad,Never married,Protective serv,White,Male,United States,"less than or equal to 50,000"
34,Local gov,HS grad,Never married,Protective serv,Amer Indian Eskimo,Male,United States,"less than or equal to 50,000"
35,Private,Assoc voc,Married civ spouse,Other service,Black,Female,United States,"greater than 50,000"
29,Private,Some college,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
41,Private,HS grad,Separated,Other service,Black,Female,United States,"less than or equal to 50,000"
33,State gov,Doctorate,Married civ spouse,Prof specialty,White,Female,United States,"greater than 50,000"
52,Private,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
20,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
18,Local gov,11th,Never married,Protective serv,White,Male,United States,"less than or equal to 50,000"
49,Private,7th 8th,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
58,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
23,Self emp not inc,HS grad,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
59,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
49,Self emp not inc,Some college,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
23,Local gov,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
20,Private,11th,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
36,Private,Assoc voc,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
64,Private,Some college,Widowed,Exec managerial,White,Female,United States,"less than or equal to 50,000"
34,Private,Some college,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
63,Private,Assoc acdm,Married spouse absent,Adm clerical,White,Female,United States,"less than or equal to 50,000"
51,Private,HS grad,Never married,Adm clerical,Black,Female,United States,"less than or equal to 50,000"
40,State gov,Some college,Divorced,Adm clerical,Black,Female,United States,"less than or equal to 50,000"
55,Private,9th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
30,Private,Bachelors,Never married,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
32,Self emp not inc,Prof school,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
55,Private,Bachelors,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
47,Local gov,Some college,Divorced,Exec managerial,White,Male,United States,"greater than 50,000"
50,Private,Bachelors,Divorced,Other service,White,Male,United States,"less than or equal to 50,000"
42,Private,HS grad,Married civ spouse,Craft repair,Black,Male,United States,"greater than 50,000"
32,Self emp not inc,Some college,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
60,Private,Assoc acdm,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
53,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
58,Private,Bachelors,Widowed,Exec managerial,White,Male,United States,"greater than 50,000"
45,Private,Bachelors,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
31,Private,HS grad,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
32,Self emp not inc,HS grad,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
37,Private,Some college,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
28,Private,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
26,Private,12th,Never married,Craft repair,White,Male,Mexico,"less than or equal to 50,000"
47,Self emp inc,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
34,Private,Some college,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
42,Private,HS grad,Divorced,Machine op inspct,Black,Male,United States,"less than or equal to 50,000"
48,Private,Bachelors,Married civ spouse,Tech support,White,Female,United States,"greater than 50,000"
32,Private,HS grad,Never married,Machine op inspct,Black,Female,United States,"less than or equal to 50,000"
35,Private,Assoc voc,Married civ spouse,Exec managerial,White,Female,United States,"greater than 50,000"
46,Local gov,Doctorate,Married civ spouse,Prof specialty,White,Female,United States,"greater than 50,000"
38,Private,Some college,Married civ spouse,Other service,White,Male,United States,"less than or equal to 50,000"
35,Private,Bachelors,Married civ spouse,Adm clerical,White,Male,United States,"greater than 50,000"
45,Private,Assoc acdm,Divorced,Adm clerical,Black,Male,United States,"less than or equal to 50,000"
31,Private,Bachelors,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
52,Self emp inc,Some college,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
20,Private,Some college,Never married,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
24,Private,Masters,Never married,Tech support,White,Male,United States,"less than or equal to 50,000"
29,Private,Assoc voc,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
23,Private,Bachelors,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
34,State gov,HS grad,Married civ spouse,Adm clerical,White,Male,United States,"less than or equal to 50,000"
54,Private,Masters,Widowed,Adm clerical,White,Female,United States,"less than or equal to 50,000"
21,Private,Some college,Never married,Other service,White,Female,United States,"less than or equal to 50,000"
23,Private,Bachelors,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
55,Private,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
60,Private,HS grad,Divorced,Tech support,White,Female,United States,"less than or equal to 50,000"
37,Private,Assoc acdm,Divorced,Craft repair,Black,Male,United States,"less than or equal to 50,000"
47,Private,HS grad,Divorced,Transport moving,White,Male,United States,"less than or equal to 50,000"
20,State gov,Some college,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
53,Private,Bachelors,Never married,Other service,White,Male,Canada,"less than or equal to 50,000"
34,Private,HS grad,Married civ spouse,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
43,Private,Some college,Divorced,Prof specialty,Black,Female,United States,"less than or equal to 50,000"
24,Self emp not inc,Some college,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
23,Private,HS grad,Never married,Protective serv,Amer Indian Eskimo,Male,United States,"less than or equal to 50,000"
58,Private,Some college,Divorced,Adm clerical,Black,Female,United States,"less than or equal to 50,000"
40,Private,Masters,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
43,Federal gov,Some college,Married civ spouse,Adm clerical,White,Female,United States,"less than or equal to 50,000"
25,State gov,Masters,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
23,Local gov,Bachelors,Never married,Prof specialty,White,Male,United States,"less than or equal to 50,000"
34,Self emp inc,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
26,Private,Some college,Separated,Sales,White,Female,United States,"less than or equal to 50,000"
60,Private,Doctorate,Never married,Prof specialty,White,Female,United States,"greater than 50,000"
39,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"greater than 50,000"
21,Private,HS grad,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
45,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
33,Private,Some college,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
26,Private,Bachelors,Never married,Exec managerial,White,Male,United States,"greater than 50,000"
39,Private,Some college,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
29,Private,Assoc acdm,Never married,Prof specialty,White,Female,United States,"greater than 50,000"
52,Private,11th,Married civ spouse,Other service,White,Male,United States,"less than or equal to 50,000"
34,Private,Bachelors,Married civ spouse,Other service,White,Male,United States,"greater than 50,000"
24,Private,HS grad,Never married,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
34,Self emp not inc,Masters,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
53,Self emp not inc,9th,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
31,Private,HS grad,Separated,Craft repair,Black,Male,United States,"less than or equal to 50,000"
58,Private,HS grad,Divorced,Sales,White,Female,United States,"less than or equal to 50,000"
50,Self emp not inc,Masters,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
32,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
57,Private,HS grad,Divorced,Other service,White,Female,United States,"less than or equal to 50,000"
32,Private,HS grad,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
37,Self emp not inc,Some college,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
51,Private,HS grad,Married civ spouse,Adm clerical,White,Female,United States,"less than or equal to 50,000"
33,Self emp not inc,Assoc acdm,Divorced,Sales,Black,Male,United States,"less than or equal to 50,000"
53,Local gov,HS grad,Married spouse absent,Transport moving,White,Female,United States,"less than or equal to 50,000"
32,Private,HS grad,Divorced,Sales,White,Male,United States,"less than or equal to 50,000"
30,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
19,Private,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
33,Private,Bachelors,Married spouse absent,Other service,White,Female,United States,"less than or equal to 50,000"
31,Private,Assoc voc,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
28,Private,Some college,Never married,Adm clerical,Black,Female,United States,"less than or equal to 50,000"
19,Private,12th,Never married,Other service,White,Female,United States,"less than or equal to 50,000"
27,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
21,Private,5th 6th,Married civ spouse,Handlers cleaners,White,Male,Mexico,"less than or equal to 50,000"
24,Private,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
46,Private,HS grad,Divorced,Transport moving,White,Male,United States,"less than or equal to 50,000"
31,Private,Bachelors,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
60,Private,Some college,Married civ spouse,Transport moving,White,Male,United States,"greater than 50,000"
21,Private,10th,Separated,Sales,Black,Female,United States,"less than or equal to 50,000"
31,Private,Assoc voc,Divorced,Transport moving,White,Male,United States,"less than or equal to 50,000"
26,Private,Bachelors,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
46,Private,HS grad,Divorced,Priv house serv,White,Female,United States,"less than or equal to 50,000"
25,Self emp inc,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
23,Local gov,Some college,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
53,Self emp inc,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
29,Private,HS grad,Married civ spouse,Adm clerical,White,Female,United States,"less than or equal to 50,000"
45,Private,Some college,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
55,Self emp inc,Bachelors,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
40,State gov,Doctorate,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
17,Private,10th,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
18,Private,HS grad,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
34,Private,Masters,Never married,Sales,White,Male,United States,"greater than 50,000"
41,Private,Some college,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
28,Private,Bachelors,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
23,State gov,HS grad,Never married,Protective serv,White,Male,United States,"less than or equal to 50,000"
32,Private,Some college,Never married,Exec managerial,White,Male,United States,"less than or equal to 50,000"
56,Private,7th 8th,Married civ spouse,Machine op inspct,Black,Male,United States,"less than or equal to 50,000"
36,Private,HS grad,Divorced,Exec managerial,White,Male,United States,"less than or equal to 50,000"
26,Private,HS grad,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
62,Private,Bachelors,Widowed,Tech support,White,Female,United States,"less than or equal to 50,000"
35,Private,Assoc acdm,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
25,Local gov,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
28,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
21,Private,Some college,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
31,Private,10th,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
23,Private,Assoc acdm,Never married,Other service,White,Male,Columbia,"less than or equal to 50,000"
58,Self emp inc,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
55,Local gov,Masters,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
54,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
33,Private,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
28,Private,11th,Married civ spouse,Handlers cleaners,White,Male,United States,"greater than 50,000"
40,Private,11th,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
33,Self emp not inc,Bachelors,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
27,Private,Prof school,Never married,Prof specialty,Asian Pac Islander,Male,India,"less than or equal to 50,000"
55,Private,HS grad,Divorced,Adm clerical,White,Male,United States,"less than or equal to 50,000"
53,Private,HS grad,Separated,Transport moving,White,Male,United States,"less than or equal to 50,000"
23,Private,12th,Never married,Transport moving,White,Male,United States,"less than or equal to 50,000"
66,Private,HS grad,Widowed,Craft repair,White,Male,United States,"less than or equal to 50,000"
34,Self emp not inc,Assoc voc,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
39,Private,10th,Divorced,Transport moving,White,Male,United States,"less than or equal to 50,000"
21,Private,Some college,Never married,Adm clerical,Black,Female,United States,"less than or equal to 50,000"
21,Private,HS grad,Never married,Adm clerical,White,Female,Cuba,"less than or equal to 50,000"
59,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
61,Private,10th,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
30,Private,Bachelors,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
22,Private,Assoc voc,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
47,Private,HS grad,Divorced,Machine op inspct,White,Female,United States,"less than or equal to 50,000"
50,Private,HS grad,Divorced,Other service,White,Male,United States,"less than or equal to 50,000"
67,Private,Bachelors,Divorced,Exec managerial,White,Female,United States,"less than or equal to 50,000"
59,Local gov,10th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
